miRNA	165_sham 1_R1.fastq	175_sham 2_R1.fastq	189_sham 3_R1.fastq	606_sham 4_R1.fastq	608_sham 5_R1.fastq	156_TAC 1_R1.fastq	157_TAC 2_R1.fastq	541_TAC 3_R1.fastq	612_TAC 4_R1.fastq	631_TAC 5_R1.fastq	533_TAC+PDE5AI 1_R1.fastq	536_TAC+PDE5AI 2_R1.fastq	627_TAC+PDE5AI 3_R1.fastq	647_TAC+PDE5AI 4_R1.fastq	697_TAC+PDE5AI 5_R1.fastq	151_TAC+PDE9AI 1_R1.fastq	528_TAC+PDE9AI 2_R1.fastq	529_TAC+PDE9AI 3_R1.fastq	531_TAC+PDE9AI 4_R1.fastq	542_TAC+PDE9AI 5_R1.fastq	676_TAC+PDE9AI 6_R1.fastq
mmu-miR-8103	0	68	57	62	79	37	102	59	94	42	48	0	17	19	0	0	0	59	69	0	79
mmu-miR-8111	33	22	20	18	31	5	20	27	26	19	13	15	9	11	10	28	24	16	22	11	22
mmu-miR-8112	96	105	83	55	65	83	212	112	136	114	120	115	103	81	80	104	100	125	135	65	82
mmu-miR-8114	84	78	78	47	85	76	157	162	193	149	96	93	102	102	86	117	77	246	115	84	67
mmu-miR-871-3p	22	22	9	22	25	9	32	0	14	6	6	9	9	5	0	24	18	20	18	7	24
mmu-miR-872-3p	218	219	148	130	202	70	335	308	435	226	115	162	32	30	11	293	254	276	488	23	178
mmu-miR-872-5p	526	491	441	284	440	354	556	614	817	420	101	191	7	7	7	662	508	544	939	13	404
mmu-miR-874-3p	181	140	161	94	118	54	160	102	111	89	90	142	62	53	49	142	89	104	124	48	140
mmu-miR-874-5p	47	39	51	26	43	21	46	30	43	28	41	56	14	23	24	65	32	41	39	26	40
mmu-miR-877-3p	27	41	41	0	0	25	48	40	36	29	30	41	33	25	18	33	24	39	46	20	23
mmu-miR-877-5p	52	40	41	30	39	23	46	68	68	42	50	47	35	36	55	65	44	64	71	35	38
mmu-miR-9-5p	156	109	173	138	106	91	97	70	95	44	13	45	8	6	8	121	53	68	122	15	111
mmu-miR-92a-1-5p	64	87	54	51	60	37	91	68	73	58	47	69	36	23	19	84	59	62	84	32	61
mmu-miR-92a-3p	61418	61905	55704	33935	45012	55558	70831	49921	58971	49965	52580	53571	40972	39083	39305	71728	46401	56117	75926	38969	42612
mmu-miR-92b-3p	312	339	296	222	290	560	758	762	706	612	592	421	317	481	437	964	299	658	1291	421	301
mmu-miR-93-3p	36	32	37	26	50	21	68	51	51	42	42	74	31	27	15	60	41	57	55	18	28
mmu-miR-93-5p	2933	2467	2113	1560	2314	2708	3503	2835	4177	2397	1909	2356	876	762	469	3087	2989	3244	4265	755	1952
mmu-miR-9769-3p	38	36	21	0	58	23	35	37	0	26	17	34	0	0	0	0	30	38	32	0	40
mmu-miR-98-3p	140	114	118	96	140	107	173	141	212	116	9	18	0	0	3	106	125	96	125	0	82
mmu-miR-98-5p	2456	2077	2017	1250	1459	2886	2658	2275	3768	1750	825	1145	42	30	24	2632	2314	2393	3538	89	1873
mmu-miR-99a-3p	127	105	95	67	95	196	208	260	217	169	68	93	22	20	18	196	144	201	418	25	98
mmu-miR-99a-5p	7617	5412	5426	3333	4864	9596	8667	9378	12882	7241	4400	5020	1433	960	450	8755	6589	8882	12593	1019	4975
mmu-miR-99b-3p	74	89	79	68	106	91	117	158	161	75	66	124	64	55	59	117	83	149	150	58	71
mmu-miR-99b-5p	12981	12702	10516	6658	11013	12388	21757	20346	26345	17739	16337	16637	10011	9575	6714	21826	14893	24390	33678	6535	11778
